,1,2,3,4,5
intercept,-13782.373728763912,-13913.96881417888,-14926.602700357256,-10618.65620567401,-9055.218279860335
cw_l,2446.8430149615165,1138.1757284052119,1113.357130175944,1519.259684829488,1760.3477848720265
cond_e,979.2685372380705,1612.004054869411,1654.4227480241686,431.2701072831229,475.5621894318487
cw_l_sq,-328.111476200381,-52.71116631098246,-94.16462774420934,-35.88480265585534,-63.6223081225953
cond_e_sq,-52.773446825506205,-39.09328310194335,-40.43610580443226,-7.332777857145774,-10.465439900876087
cw_l*cond_e,137.75957244560794,-22.089247087284495,0.714818325939288,-14.140135525240533,-13.34393785592867
r_sq,0.707549786411378,0.30696888866731875,0.5092301052046538,0.7695376300581731,0.8771563270207381
