"Date","Excel Time","CT Enable (2)","CT Enable (3)","CT Enable (4)","CT Enable (5)","CT Enable (6)","CT Enable (7)","CT Enable (8)","CT Enable (9)","CT Enable"
"9/23/2018 08:35:42.050 AM PDT","43366.3581255787","","","","","","0","0","0",""
"9/23/2018 08:35:42.220 AM PDT","43366.35812754629","","","","","","","","","0"
"9/23/2018 08:35:42.270 AM PDT","43366.358128125","0","","","","","","","",""
"9/23/2018 08:35:42.300 AM PDT","43366.35812847222","","0","","","","","","",""
"9/23/2018 08:35:42.340 AM PDT","43366.358128935186","","","0","","","","","",""
"9/23/2018 08:35:42.380 AM PDT","43366.35812939815","","","","0","","","","",""
"9/23/2018 06:30:05.310 PM PDT","43366.77089479167","","","","","","","","1",""
"9/23/2018 06:30:05.380 PM PDT","43366.77089560185","","","","","1","","","",""
"9/23/2018 06:30:05.490 PM PDT","43366.770896875","","","","","","","","","1"
"9/23/2018 06:30:05.540 PM PDT","43366.77089745371","1","","","","","","","",""
"9/23/2018 06:30:05.610 PM PDT","43366.77089826389","","","1","","","","","",""
"9/23/2018 06:30:05.650 PM PDT","43366.770898726856","","","","1","","","","",""
"9/23/2018 06:30:11.450 PM PDT","43366.770965856485","","","","","","","1","",""
"9/23/2018 06:30:11.530 PM PDT","43366.77096678241","","","","","","1","","",""
"9/23/2018 06:30:11.730 PM PDT","43366.770969097226","","1","","","","","","",""
"9/24/2018 04:39:45.070 AM PDT","43367.194271643515","","","","","0","0","","",""
"9/24/2018 04:39:45.080 AM PDT","43367.19427175926","","","","","","","0","0",""
"9/24/2018 04:39:45.250 AM PDT","43367.194273726855","","","","","","","","","0"
"9/24/2018 04:39:45.290 AM PDT","43367.19427418982","0","","","","","","","",""
"9/24/2018 04:39:45.320 AM PDT","43367.19427453703","","0","","","","","","",""
"9/24/2018 04:39:45.360 AM PDT","43367.194275","","","0","","","","","",""
"9/24/2018 04:39:45.400 AM PDT","43367.19427546296","","","","0","","","","",""
"9/24/2018 04:50:32.150 AM PDT","43367.20176099537","","","","","","","","1",""
"9/24/2018 04:50:32.160 AM PDT","43367.20176111111","","","","","","","","","1"
"9/24/2018 04:50:32.190 AM PDT","43367.20176145833","1","","","","","","","",""
"9/24/2018 04:50:32.220 AM PDT","43367.201761805554","","","","","1","","","",""
"9/24/2018 04:50:32.220 AM PDT","43367.201761805554","","","","","1","","","",""
"9/24/2018 04:50:32.260 AM PDT","43367.20176226852","","","1","","","","","",""
"9/24/2018 04:50:32.300 AM PDT","43367.20176273148","","","","1","","","","",""
"9/24/2018 04:50:37.410 AM PDT","43367.201821875","","","","","","1","1","",""
"9/24/2018 04:50:37.450 AM PDT","43367.201822337964","","1","","","","","","",""
"9/24/2018 04:52:18.010 AM PDT","43367.202986226854","","","","","","0","0","",""
"9/24/2018 04:52:18.410 AM PDT","43367.20299085648","","0","","","","","","",""
"9/24/2018 05:02:36.610 AM PDT","43367.21014594907","","","","","","1","1","",""
"9/24/2018 05:02:36.650 AM PDT","43367.210146412035","","1","","","","","","",""
"9/24/2018 05:02:36.650 AM PDT","43367.210146412035","","1","","","","","","",""
"9/24/2018 05:49:21.060 AM PDT","43367.24260486111","","","","","","","0","",""
"9/24/2018 05:49:31.300 AM PDT","43367.24272337963","","0","","","","","","",""
"9/24/2018 05:49:37.060 AM PDT","43367.24279004629","","","","","","0","","",""
"9/24/2018 05:49:43.520 AM PDT","43367.24286481482","","","","","","1","","",""
"9/24/2018 05:49:43.530 AM PDT","43367.24286493055","","","","","","","1","",""
"9/24/2018 05:49:43.640 AM PDT","43367.242866203705","","1","","","","","","",""
"9/24/2018 07:28:24.030 AM PDT","43367.311389236114","","","","","","","0","",""
"9/24/2018 07:28:34.250 AM PDT","43367.31150752315","","0","","","","","","",""
"9/24/2018 07:28:44 AM PDT","43367.31162037037","","","","","","0","","",""
"9/24/2018 07:30:32.340 AM PDT","43367.31287430556","","","","","","","1","",""
"9/24/2018 07:30:32.420 AM PDT","43367.31287523148","","","","","","1","","",""
"9/24/2018 07:30:32.750 AM PDT","43367.31287905092","","1","","","","","","",""
"9/24/2018 09:05:02 AM PDT","43367.37849537037","","","","","","","0","0",""
"9/24/2018 09:05:02.010 AM PDT","43367.37849548611","","","","","","","","","0"
"9/24/2018 09:05:02.050 AM PDT","43367.37849594907","0","","","","","","","",""
"9/24/2018 09:05:02.080 AM PDT","43367.378496296296","","0","","","0","0","","",""
"9/24/2018 09:05:02.120 AM PDT","43367.37849675926","","","0","","","","","",""
"9/24/2018 09:05:02.160 AM PDT","43367.37849722222","","","","0","","","","",""
"9/24/2018 09:30:05.480 PM PDT","43367.89589675926","","","","","","","","1",""
"9/24/2018 09:30:05.560 PM PDT","43367.895897685186","","","","","1","","","",""
"9/24/2018 09:30:06.300 PM PDT","43367.89590625","","","","","","","","","1"
"9/24/2018 09:30:06.340 PM PDT","43367.89590671296","1","","","","","","","",""
"9/24/2018 09:30:06.410 PM PDT","43367.89590752315","","","1","","","","","",""
"9/24/2018 09:30:06.450 PM PDT","43367.89590798611","","","","1","","","","",""
"9/24/2018 09:30:12.350 PM PDT","43367.89597627315","","","","","","1","","",""
"9/24/2018 09:30:12.620 PM PDT","43367.89597939815","","","","","","","1","",""
"9/24/2018 09:30:13.110 PM PDT","43367.895985069445","","1","","","","","","",""
"9/25/2018 06:39:45 AM PDT","43368.277604166666","","","","","","","0","0",""
"9/25/2018 06:39:45.070 AM PDT","43368.27760497685","","","","","0","","","",""
"9/25/2018 06:39:45.080 AM PDT","43368.27760509259","","","","","","0","","",""
"9/25/2018 06:39:45.170 AM PDT","43368.27760613426","","","","","","","","","0"
"9/25/2018 06:39:45.210 AM PDT","43368.27760659722","0","","","","","","","",""
"9/25/2018 06:39:45.260 AM PDT","43368.27760717593","","0","","","","","","",""
"9/25/2018 06:39:46.130 AM PDT","43368.277617245374","","","0","","","","","",""
"9/25/2018 06:39:46.160 AM PDT","43368.2776175926","","","","0","","","","",""
"9/25/2018 09:50:05.070 AM PDT","43368.40978090277","","","","","1","","","",""
"9/25/2018 09:50:05.080 AM PDT","43368.40978101852","","","","","","","","1",""
"9/25/2018 09:50:05.480 AM PDT","43368.40978564815","","","","","","","","","1"
"9/25/2018 09:50:05.520 AM PDT","43368.40978611111","1","","","","","","","",""
"9/25/2018 09:50:05.590 AM PDT","43368.4097869213","","","1","","","","","",""
"9/25/2018 09:50:05.620 AM PDT","43368.40978726852","","","","1","","","","",""
"9/25/2018 09:51:22.380 AM PDT","43368.410675694446","","","","","","1","1","",""
"9/25/2018 09:51:22.860 AM PDT","43368.410681249996","","1","","","","","","",""
"9/25/2018 09:53:03.010 AM PDT","43368.41184039351","","","","","","","0","",""
"9/25/2018 09:53:04.010 AM PDT","43368.4118519676","","","","","","0","","",""
"9/25/2018 09:53:04.370 AM PDT","43368.41185613426","","0","","","","","","",""
"9/25/2018 09:59:50.980 AM PDT","43368.41656226852","","","","","","1","1","",""
"9/25/2018 09:59:51.450 AM PDT","43368.41656770834","","1","","","","","","",""
"9/25/2018 12:04:45 PM PDT","43368.50329861111","","","","","","","0","0",""
"9/25/2018 12:04:45.040 PM PDT","43368.50329907407","","","0","","","","","",""
"9/25/2018 12:04:45.070 PM PDT","43368.503299421296","","","","0","","","","",""
"9/25/2018 12:04:45.080 PM PDT","43368.50329953704","","","","","0","0","","",""
"9/25/2018 12:04:45.380 PM PDT","43368.50330300926","","","","","","","","","0"
"9/25/2018 12:04:45.410 PM PDT","43368.50330335648","0","","","","","","","",""
"9/25/2018 12:04:45.450 PM PDT","43368.503303819445","","0","","","","","","",""
"9/25/2018 09:30:05.510 PM PDT","43368.895897106486","","","","","1","","","1",""
"9/25/2018 09:30:05.610 PM PDT","43368.89589826389","","","","","","","","","1"
"9/25/2018 09:30:05.650 PM PDT","43368.895898726856","1","","","","","","","",""
"9/25/2018 09:30:05.720 PM PDT","43368.895899537034","","","1","","","","","",""
"9/25/2018 09:30:05.760 PM PDT","43368.8959","","","","1","","","","",""
"9/25/2018 09:30:11.520 PM PDT","43368.89596666666","","","","","","","1","",""
"9/25/2018 09:30:11.600 PM PDT","43368.895967592594","","","","","","1","","",""
"9/25/2018 09:30:11.750 PM PDT","43368.8959693287","","1","","","","","","",""
"9/26/2018 05:04:10.040 AM PDT","43369.211227314816","","","","","0","0","","",""
"9/26/2018 05:04:10.050 AM PDT","43369.211227430555","","","","","","","0","0",""
"9/26/2018 05:04:11.100 AM PDT","43369.21123958333","","","","","","","","","0"
"9/26/2018 05:04:11.140 AM PDT","43369.211240046294","0","","","","","","","",""
"9/26/2018 05:04:11.170 AM PDT","43369.21124039352","","0","","","","","","",""
"9/26/2018 05:04:11.210 AM PDT","43369.211240856486","","","0","","","","","",""
"9/26/2018 05:04:11.240 AM PDT","43369.2112412037","","","","0","","","","",""
"9/26/2018 05:12:27.360 AM PDT","43369.21698333333","","","","","1","","","",""
"9/26/2018 05:12:27.370 AM PDT","43369.21698344908","","","","","","","","1",""
"9/26/2018 05:12:28.130 AM PDT","43369.21699224537","","","","","","","","","1"
"9/26/2018 05:12:28.170 AM PDT","43369.21699270833","1","","","","","","","",""
"9/26/2018 05:12:28.250 AM PDT","43369.216993634254","","","1","","","","","",""
"9/26/2018 05:12:28.280 AM PDT","43369.21699398148","","","","1","","","","",""
"9/26/2018 05:12:33.100 AM PDT","43369.217049768515","","","","","","1","","",""
"9/26/2018 05:12:33.110 AM PDT","43369.21704988426","","","","","","","1","",""
"9/26/2018 05:12:34.130 AM PDT","43369.217061689815","","1","","","","","","",""
"9/26/2018 05:14:04.010 AM PDT","43369.21810196759","","","","","","0","","",""
"9/26/2018 05:14:04.020 AM PDT","43369.21810208334","","","","","","","0","",""
"9/26/2018 05:14:05.160 AM PDT","43369.21811527778","","0","","","","","","",""
"9/26/2018 05:14:26.970 AM PDT","43369.21836770834","","","","","","1","","",""
"9/26/2018 05:14:26.980 AM PDT","43369.21836782407","","","","","","","1","",""
"9/26/2018 05:14:28.020 AM PDT","43369.21837986111","","1","","","","","","",""
"9/26/2018 05:15:47.070 AM PDT","43369.21929479166","","","","","","","0","",""
"9/26/2018 05:15:48.030 AM PDT","43369.21930590278","","","","","","0","","",""
"9/26/2018 05:15:49.060 AM PDT","43369.21931782407","","0","","","","","","",""
"9/26/2018 05:24:24.550 AM PDT","43369.22528414352","","","","","","1","1","",""
"9/26/2018 05:24:25.600 AM PDT","43369.225296296296","","1","","","","","","",""
"9/26/2018 08:21:24.060 AM PDT","43369.34819513889","","","","","0","","","",""
"9/26/2018 08:21:24.070 AM PDT","43369.34819525463","","","","","","0","0","0",""
"9/26/2018 08:21:24.220 AM PDT","43369.348196990744","","","","","","","","","0"
"9/26/2018 08:21:25.080 AM PDT","43369.34820694444","0","","","","","","","",""
"9/26/2018 08:21:25.120 AM PDT","43369.34820740741","","0","","","","","","",""
"9/26/2018 08:21:25.150 AM PDT","43369.34820775463","","","0","","","","","",""
"9/26/2018 08:21:25.190 AM PDT","43369.34820821759","","","","0","","","","",""
"9/26/2018 09:30:05.120 PM PDT","43369.89589259259","","","","","","","","1",""
"9/26/2018 09:30:05.190 PM PDT","43369.895893402776","","","","","1","","","",""
"9/26/2018 09:30:05.780 PM PDT","43369.89590023148","","","","","","","","","1"
"9/26/2018 09:30:05.810 PM PDT","43369.895900578704","1","","","","","","","",""
"9/26/2018 09:30:05.880 PM PDT","43369.89590138889","","","1","","","","","",""
"9/26/2018 09:30:05.920 PM PDT","43369.89590185185","","","","1","","","","",""
"9/26/2018 09:30:11.120 PM PDT","43369.89596203704","","","","","","1","","",""
"9/26/2018 09:30:11.130 PM PDT","43369.895962152776","","","","","","","1","",""
"9/26/2018 09:30:11.820 PM PDT","43369.89597013889","","1","","","","","","",""
"9/27/2018 08:29:45.030 AM PDT","43370.35399340278","","","","","0","","","",""
"9/27/2018 08:29:45.040 AM PDT","43370.35399351852","","","","","","0","0","",""
"9/27/2018 08:29:45.050 AM PDT","43370.35399363426","","","","","","","","0",""
"9/27/2018 08:29:46.030 AM PDT","43370.35400497685","","","","0","","","","",""
"9/27/2018 08:29:46.290 AM PDT","43370.35400798611","","","","","","","","","0"
"9/27/2018 08:29:46.330 AM PDT","43370.354008449074","0","","","","","","","",""
"9/27/2018 08:29:46.370 AM PDT","43370.354008912036","","0","","","","","","",""
"9/27/2018 08:29:46.400 AM PDT","43370.35400925926","","","0","","","","","",""
"9/27/2018 12:51:45.040 PM PDT","43370.535937962966","","","","","0","","","",""
"9/27/2018 12:51:45.050 PM PDT","43370.535938078705","","","","","","0","0","0",""
"9/27/2018 09:30:06.280 PM PDT","43370.895906018515","","","","","","","","1","1"
"9/27/2018 09:30:06.320 PM PDT","43370.895906481484","1","","","","","","","",""
"9/27/2018 09:30:06.350 PM PDT","43370.89590682871","","","","","1","","","",""
"9/27/2018 09:30:06.390 PM PDT","43370.89590729166","","","1","","","","","",""
"9/27/2018 09:30:06.430 PM PDT","43370.89590775463","","","","1","","","","",""
"9/27/2018 09:30:12.360 PM PDT","43370.895976388885","","","","","","1","1","",""
"9/27/2018 09:30:12.410 PM PDT","43370.89597696759","","1","","","","","","",""
"9/28/2018 08:29:44.020 AM PDT","43371.353981712964","","","","","0","","","",""
"9/28/2018 08:29:44.030 AM PDT","43371.3539818287","","","","","","0","0","",""
"9/28/2018 08:29:44.040 AM PDT","43371.35398194444","","","","","","","","0",""
"9/28/2018 08:29:45.200 AM PDT","43371.35399537037","","","","","","","","","0"
"9/28/2018 08:29:45.240 AM PDT","43371.353995833335","0","","","","","","","",""
"9/28/2018 08:29:45.280 AM PDT","43371.3539962963","","0","","","","","","",""
"9/28/2018 08:29:45.310 AM PDT","43371.35399664352","","","0","","","","","",""
"9/28/2018 08:29:45.350 AM PDT","43371.35399710648","","","","0","","","","",""
"9/28/2018 09:31:57.860 PM PDT","43371.897197453705","","","","","","","","","1"
"9/28/2018 09:31:57.910 PM PDT","43371.897198032406","1","","","","","","","",""
"9/28/2018 09:31:58.040 PM PDT","43371.89719953704","","","1","","","","","",""
"9/28/2018 09:31:58.080 PM PDT","43371.8972","","","","1","","","","",""
"9/28/2018 09:31:58.150 PM PDT","43371.897200810185","","","","","1","","","",""
"9/28/2018 09:31:58.160 PM PDT","43371.89720092593","","","","","","","","1",""
"9/28/2018 09:32:03.380 PM PDT","43371.897261342594","","1","","","","","","",""
"9/28/2018 09:32:03.530 PM PDT","43371.8972630787","","","","","","","1","",""
"9/28/2018 09:32:03.620 PM PDT","43371.89726412037","","","","","","1","","",""
"9/29/2018 05:23:23.100 AM PDT","43372.22457291667","","","","","","","","","0"
"9/29/2018 05:23:23.130 AM PDT","43372.224573263884","0","","","","","","","",""
"9/29/2018 05:23:23.170 AM PDT","43372.22457372685","","0","","","","","","",""
"9/29/2018 05:23:23.210 AM PDT","43372.224574189815","","","0","","","","","",""
"9/29/2018 05:23:24 AM PDT","43372.22458333333","","","","","0","0","","",""
"9/29/2018 05:23:24.010 AM PDT","43372.224583449075","","","","","","","0","0",""
"9/29/2018 05:23:24.140 AM PDT","43372.2245849537","","","","0","","","","",""
"9/29/2018 05:34:05.490 AM PDT","43372.23200798611","","","","","","","","","1"
"9/29/2018 05:34:05.520 AM PDT","43372.23200833333","1","","","","","","","",""
"9/29/2018 05:34:05.600 AM PDT","43372.232009259256","","","1","","","","","",""
"9/29/2018 05:34:05.630 AM PDT","43372.23200960648","","","","1","","","","",""
"9/29/2018 05:34:05.750 AM PDT","43372.23201099537","","","","","","","","1",""
"9/29/2018 05:34:05.830 AM PDT","43372.232011921296","","","","","1","","","",""
"9/29/2018 05:34:11.610 AM PDT","43372.23207881945","","1","","","","","","",""
"9/29/2018 05:34:11.870 AM PDT","43372.232081828704","","","","","","1","","",""
"9/29/2018 05:34:11.880 AM PDT","43372.23208194444","","","","","","","1","",""
"9/29/2018 08:20:13.060 AM PDT","43372.34737337963","","","","","0","0","0","","0"
"9/29/2018 08:20:13.070 AM PDT","43372.34737349537","","","","","","","","0",""
"9/29/2018 08:20:13.100 AM PDT","43372.3473738426","0","","","","","","","",""
"9/29/2018 08:20:13.140 AM PDT","43372.34737430555","","0","","","","","","",""
"9/29/2018 08:20:13.170 AM PDT","43372.347374652774","","","0","","","","","",""
"9/29/2018 08:20:13.210 AM PDT","43372.34737511574","","","","0","","","","",""
"9/29/2018 05:31:47.560 PM PDT","43372.73041157407","","","","","","","","1",""
"9/29/2018 05:31:47.640 PM PDT","43372.7304125","","","","","1","","","",""
"9/29/2018 05:31:48.180 PM PDT","43372.73041875","","","","","","","","","1"
"9/29/2018 05:31:48.220 PM PDT","43372.73041921297","1","","","","","","","",""
"9/29/2018 05:31:48.290 PM PDT","43372.730420023145","","","1","","","","","",""
"9/29/2018 05:31:48.330 PM PDT","43372.730420486114","","","","1","","","","",""
"9/29/2018 05:31:52.700 PM PDT","43372.73047106482","","","","","","","1","",""
"9/29/2018 05:31:52.790 PM PDT","43372.73047210649","","","","","","1","","",""
"9/29/2018 05:31:53.380 PM PDT","43372.730478935184","","1","","","","","","",""
"9/29/2018 10:04:08.020 PM PDT","43372.91953726852","","","","","0","","","",""
"9/29/2018 10:04:08.030 PM PDT","43372.91953738426","","","","","","0","0","0",""
"9/29/2018 10:04:09.030 PM PDT","43372.919548958336","","0","","","","","","",""
"9/29/2018 10:04:09.070 PM PDT","43372.91954942129","","","0","","","","","",""
"9/29/2018 10:04:09.110 PM PDT","43372.91954988426","","","","0","","","","",""
"9/29/2018 10:04:09.410 PM PDT","43372.91955335648","","","","","","","","","0"
"9/29/2018 10:04:09.450 PM PDT","43372.91955381945","0","","","","","","","",""
"9/29/2018 10:13:11.830 PM PDT","43372.92583136574","","","","","1","","","",""
"9/29/2018 10:13:11.850 PM PDT","43372.925831597226","","","","","","","","1",""
"9/29/2018 10:13:12.580 PM PDT","43372.9258400463","","","","","","","","","1"
"9/29/2018 10:13:12.620 PM PDT","43372.925840509255","1","","","","","","","",""
"9/29/2018 10:13:12.690 PM PDT","43372.92584131945","","","1","","","","","",""
"9/29/2018 10:13:12.730 PM PDT","43372.9258417824","","","","1","","","","",""
"9/29/2018 10:13:17.910 PM PDT","43372.92590173611","","","","","","1","","",""
"9/29/2018 10:13:17.920 PM PDT","43372.92590185185","","","","","","","1","",""
"9/29/2018 10:13:18.650 PM PDT","43372.925910300924","","1","","","","","","",""
"9/30/2018 12:44:57.020 AM PDT","43373.031215509254","","","","","0","0","","",""
"9/30/2018 12:44:57.030 AM PDT","43373.031215625","0","","","","","","0","0",""
"9/30/2018 12:44:57.070 AM PDT","43373.03121608796","","0","","","","","","",""
"9/30/2018 12:44:57.100 AM PDT","43373.031216435185","","","0","","","","","",""
"9/30/2018 12:44:57.140 AM PDT","43373.03121689815","","","","0","","","","",""
"9/30/2018 12:44:57.400 AM PDT","43373.03121990741","","","","","","","","","0"
"9/30/2018 04:27:34.660 AM PDT","43373.18581782407","","","","","","","","1",""
"9/30/2018 04:27:34.740 AM PDT","43373.185818750004","","","","","1","","","",""
"9/30/2018 04:27:35.300 AM PDT","43373.185825231485","","","","","","","","","1"
"9/30/2018 04:27:35.330 AM PDT","43373.18582557871","1","","","","","","","",""
"9/30/2018 04:27:35.400 AM PDT","43373.185826388886","","","1","","","","","",""
"9/30/2018 04:27:35.450 AM PDT","43373.185826967594","","","","1","","","","",""
"9/30/2018 04:27:40.810 AM PDT","43373.18588900463","","","","","","","1","",""
"9/30/2018 04:27:40.900 AM PDT","43373.1858900463","","","","","","1","","",""
"9/30/2018 04:27:41.470 AM PDT","43373.18589664352","","1","","","","","","",""
"9/30/2018 08:24:40 AM PDT","43373.35046296296","","","","","","","0","0",""
"9/30/2018 08:24:40.060 AM PDT","43373.35046365741","","","","","","","","","0"
"9/30/2018 08:24:40.080 AM PDT","43373.350463888884","","","","","0","","","",""
"9/30/2018 08:24:40.090 AM PDT","43373.35046400463","0","","","","","0","","",""
"9/30/2018 08:24:40.130 AM PDT","43373.35046446759","","0","","","","","","",""
"9/30/2018 08:24:40.170 AM PDT","43373.350464930554","","","0","","","","","",""
"9/30/2018 08:24:40.200 AM PDT","43373.35046527778","","","","0","","","","",""
"9/30/2018 06:35:45.210 PM PDT","43373.77482881944","","","","","","","","","0"
"9/30/2018 06:35:45.270 PM PDT","43373.77482951389","0","","","","","","","",""
"9/30/2018 06:35:45.320 PM PDT","43373.77483009259","","0","","","","","","",""
"9/30/2018 06:35:45.370 PM PDT","43373.7748306713","","","0","","","","","",""
"9/30/2018 06:35:45.420 PM PDT","43373.774831250004","","","","0","","","","",""
"9/30/2018 06:35:54.080 PM PDT","43373.77493148149","","","","","0","0","","",""
"9/30/2018 06:35:54.090 PM PDT","43373.77493159722","","","","","","","0","0",""
"9/30/2018 07:06:14.210 PM PDT","43373.79599780093","","","","","","","","","0"
"9/30/2018 07:06:14.270 PM PDT","43373.79599849537","0","","","","","","","",""
"9/30/2018 07:06:14.320 PM PDT","43373.79599907408","","0","","","","","","",""
"9/30/2018 07:06:14.370 PM PDT","43373.79599965278","","","0","","","","","",""
"9/30/2018 07:06:14.420 PM PDT","43373.79600023148","","","","0","","","","",""
"9/30/2018 07:06:23.070 PM PDT","43373.79610034722","","","","","0","0","","",""
"9/30/2018 07:06:23.080 PM PDT","43373.79610046296","","","","","","","0","0",""
"9/30/2018 09:30:05.200 PM PDT","43373.89589351852","","","","","","","","1",""
"9/30/2018 09:30:05.280 PM PDT","43373.895894444446","","","","","1","","","",""
"9/30/2018 09:30:05.520 PM PDT","43373.89589722222","","","","","","","","","1"
"9/30/2018 09:30:05.560 PM PDT","43373.895897685186","1","","","","","","","",""
"9/30/2018 09:30:05.640 PM PDT","43373.89589861111","","","1","","","","","",""
"9/30/2018 09:30:05.690 PM PDT","43373.89589918981","","","","1","","","","",""
"9/30/2018 09:30:11.240 PM PDT","43373.89596342592","","","","","","1","","",""
"9/30/2018 09:30:11.250 PM PDT","43373.89596354167","","","","","","","1","",""
"9/30/2018 09:30:11.590 PM PDT","43373.895967476856","","1","","","","","","",""
"10/1/2018 04:39:45.020 AM PDT","43374.194271064815","","","","","0","0","","",""
"10/1/2018 04:39:45.030 AM PDT","43374.19427118056","","","","","","","0","0",""
"10/1/2018 04:39:46.030 AM PDT","43374.19428275463","","","","","","","","","0"
"10/1/2018 04:39:46.060 AM PDT","43374.19428310185","0","","","","","","","",""
"10/1/2018 04:39:46.100 AM PDT","43374.194283564815","","0","","","","","","",""
"10/1/2018 04:39:46.140 AM PDT","43374.19428402778","","","0","","","","","",""
"10/1/2018 04:39:46.180 AM PDT","43374.19428449074","","","","0","","","","",""
"10/1/2018 05:00:43.740 AM PDT","43374.208839583334","","","","","","","","","1"
"10/1/2018 05:00:43.770 AM PDT","43374.20883993055","1","","","","","","","",""
"10/1/2018 05:00:43.780 AM PDT","43374.208840046296","","","","","1","","","",""
"10/1/2018 05:00:43.790 AM PDT","43374.20884016204","","","","","","","","1",""
"10/1/2018 05:00:43.840 AM PDT","43374.20884074074","","","1","","","","","",""
"10/1/2018 05:00:43.880 AM PDT","43374.208841203705","","","","1","","","","",""
"10/1/2018 05:00:49.870 AM PDT","43374.20891053241","","","","","","","1","",""
"10/1/2018 05:00:49.890 AM PDT","43374.20891076389","","1","","","","","","",""
"10/1/2018 05:00:49.950 AM PDT","43374.208911458336","","","","","","1","","",""
"10/1/2018 08:17:43.030 AM PDT","43374.345636921294","","","","","0","0","0","",""
"10/1/2018 08:17:43.040 AM PDT","43374.34563703704","","","","","","","","0",""
"10/1/2018 08:17:43.100 AM PDT","43374.34563773149","","","","","","","","","0"
"10/1/2018 08:17:43.130 AM PDT","43374.3456380787","0","","","","","","","",""
"10/1/2018 08:17:43.170 AM PDT","43374.345638541665","","0","","","","","","",""
"10/1/2018 08:17:43.210 AM PDT","43374.345639004634","","","0","","","","","",""
"10/1/2018 08:17:43.240 AM PDT","43374.34563935186","","","","0","","","","",""
"10/1/2018 09:30:05.680 PM PDT","43374.89589907408","","","","","","","","1",""
"10/1/2018 09:30:05.710 PM PDT","43374.895899421295","","","","","","","","","1"
"10/1/2018 09:30:05.750 PM PDT","43374.89589988426","1","","","","","","","",""
"10/1/2018 09:30:05.760 PM PDT","43374.8959","","","","","1","","","",""
"10/1/2018 09:30:05.840 PM PDT","43374.89590092593","","","1","","","","","",""
"10/1/2018 09:30:05.880 PM PDT","43374.89590138889","","","","1","","","","",""
"10/1/2018 09:30:11.950 PM PDT","43374.89597164352","","","","","","1","","",""
"10/1/2018 09:30:11.960 PM PDT","43374.89597175926","","","","","","","1","",""
"10/1/2018 09:30:12.030 PM PDT","43374.895972569444","","1","","","","","","",""
"10/2/2018 05:14:45 AM PDT","43375.218576388885","","","","","","0","0","0",""
"10/2/2018 05:14:45.030 AM PDT","43375.21857673611","","","","","","","","","0"
"10/2/2018 05:14:45.060 AM PDT","43375.21857708333","0","","","","","","","",""
"10/2/2018 05:14:45.080 AM PDT","43375.218577314816","","","","","0","","","",""
"10/2/2018 05:14:45.100 AM PDT","43375.2185775463","","0","","","","","","",""
"10/2/2018 05:14:45.130 AM PDT","43375.21857789352","","","0","","","","","",""
"10/2/2018 05:14:45.170 AM PDT","43375.21857835648","","","","0","","","","",""
"10/2/2018 05:21:51.020 AM PDT","43375.22350717592","","","","","1","","","",""
"10/2/2018 05:21:51.030 AM PDT","43375.22350729167","","","","","","","","1",""
"10/2/2018 05:21:51.080 AM PDT","43375.22350787037","","","","","","","","","1"
"10/2/2018 05:21:51.120 AM PDT","43375.223508333336","1","","","","","","","",""
"10/2/2018 05:21:51.190 AM PDT","43375.223509143514","","","1","","","","","",""
"10/2/2018 05:21:51.230 AM PDT","43375.22350960648","","","","1","","","","",""
"10/2/2018 05:21:57.040 AM PDT","43375.22357685185","","","","","","1","1","",""
"10/2/2018 05:21:57.150 AM PDT","43375.223578125","","1","","","","","","",""
"10/2/2018 07:57:37.030 AM PDT","43375.33167858796","","","","","0","0","0","",""
"10/2/2018 07:57:37.040 AM PDT","43375.331678703704","","","","","","","","0",""
"10/2/2018 07:57:37.210 AM PDT","43375.3316806713","","","","","","","","","0"
"10/2/2018 07:57:37.250 AM PDT","43375.33168113426","0","","","","","","","",""
"10/2/2018 07:57:37.280 AM PDT","43375.33168148148","","0","","","","","","",""
"10/2/2018 07:57:37.320 AM PDT","43375.331681944444","","","0","","","","","",""
"10/2/2018 07:57:37.350 AM PDT","43375.33168229167","","","","0","","","","",""
"10/2/2018 09:30:04.950 PM PDT","43375.895890625005","","","","","","","","1",""
"10/2/2018 09:30:05.030 PM PDT","43375.89589155093","","","","","1","","","",""
"10/2/2018 09:30:05.740 PM PDT","43375.89589976852","","","","","","","","","1"
"10/2/2018 09:30:05.770 PM PDT","43375.89590011574","1","","","","","","","",""
"10/2/2018 09:30:05.840 PM PDT","43375.89590092593","","","1","","","","","",""
"10/2/2018 09:30:05.880 PM PDT","43375.89590138889","","","","1","","","","",""
"10/2/2018 09:30:11.110 PM PDT","43375.8959619213","","","","","","1","","",""
"10/2/2018 09:30:11.110 PM PDT","43375.8959619213","","","","","","1","","",""
"10/2/2018 09:30:11.120 PM PDT","43375.89596203704","","","","","","","1","",""
"10/2/2018 09:30:11.120 PM PDT","43375.89596203704","","","","","","","1","",""
"10/2/2018 09:30:11.950 PM PDT","43375.89597164352","","1","","","","","","",""
"10/3/2018 05:22:02.010 AM PDT","43376.223634375","","","","","","","","","0"
"10/3/2018 05:22:02.050 AM PDT","43376.22363483797","0","","","","","","","",""
"10/3/2018 05:22:02.070 AM PDT","43376.223635069444","","","","","0","0","","",""
"10/3/2018 05:22:02.080 AM PDT","43376.22363518519","","0","","","","","0","0",""
"10/3/2018 05:22:02.120 AM PDT","43376.223635648144","","","0","","","","","",""
